"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active","S","Z","D1","D2","Y"
"yes",0,54.75,5.48,0.1342037,612.8633,"yes","no",1,146,1,4,4,1,0,1,1.53384882010492
"yes",0,40.33333,8.2,0.02820012,192.4508,"yes","no",3,172,1,15,4,0,0,1,-7.79021417120166
"yes",1,32.83333,2.5,0.1573136,327.7367,"no","no",0,147,1,3,4,0,0,1,0.733387205110461
"yes",0,28.5,3,0.07104634,177.6158,"yes","no",0,20,1,0,2,1,0,1,-1.51916274434497
"yes",0,35.5,6.5,0.067598,365.9058,"yes","no",0,6,1,0,4,1,0,1,0.742355261822997
"yes",1,56.75,7.572,0.006669308,41.33333,"yes","yes",2,39,1,18,5,0,1,1,-0.56553612378631
"yes",1,28.16667,2,0.051839,86.14833,"no","no",1,61,1,2,4,1,0,1,3.71966069886582
"no",3,31,3.25,0.0003692308,0,"no","no",1,72,1,7,2,0,0,0,-1.95344450737825
"no",2,24,3,4e-04,0,"no","no",0,24,1,4,4,1,0,1,-0.690917681269281
"yes",0,40.75,7,0.06458829,376.765,"no","no",3,6,1,2,5,1,1,1,1.55788911022746
"no",7,33,7.5,0.00016,0,"no","no",0,24,1,8,2,1,0,1,-1.45045028736589
"yes",0,38.41667,3.8,0.05987158,189.1767,"yes","no",0,23,1,6,1,1,0,0,3.27695294750467
"yes",0,25.91667,3.7,0.08436351,260.1208,"yes","no",0,236,1,6,2,0,0,0,-1.37247964219391
"yes",0,33.16667,3.4,0.1436397,406.9792,"yes","no",1,36,1,7,2,0,0,0,-1.07596628492958
"no",1,27.91667,2.85,0.0004210526,0,"no","no",0,60,0,7,3,1,1,1,3.99036290806347
"yes",0,28.33333,2.6,0.05487154,118.7217,"no","no",0,33,1,4,5,0,1,1,0.183112660384508
"yes",0,22.08333,1.566,0.07067624,91.7325,"no","no",0,18,1,1,3,1,1,1,4.1223023452573
"yes",0,24.25,1.8,0.1336028,200.2375,"yes","no",0,151,1,5,4,0,0,1,0.313120703172551
"yes",0,39.41667,3.1,0.1696903,438.3667,"yes","no",2,18,1,3,5,0,1,1,1.72634725162153
"no",0,25.41667,1.5,8e-04,0,"no","yes",4,48,0,1,2,1,0,1,-1.9782897989547
"yes",1,19,2.19,0.3406356,621.66,"no","no",0,59,1,2,4,1,0,1,4.78752025757783
"yes",0,31.25,5.5,0.0708629,324.705,"yes","no",3,6,1,7,2,0,0,0,-0.53246443719577
"yes",0,31.91667,4.4,0.04042523,148.0592,"yes","no",2,72,1,8,1,1,0,0,3.01699790193307
"yes",0,33.25,3,0.3761903,940.3925,"yes","no",2,97,1,4,4,1,0,1,-0.3703430484074
"yes",1,26.33333,2.95,0.1325831,325.85,"no","no",0,24,1,5,5,1,1,1,0.162366886258791
"yes",0,26.66667,1.6,0.02353625,30.54833,"yes","no",0,24,1,5,1,1,0,0,3.88260839438736
"yes",0,22.41667,2,0.115791,192.8183,"no","no",0,8,1,8,4,0,0,1,1.07531239136214
"yes",0,25.08333,2.8542,0.1362319,324.0275,"no","yes",1,42,1,3,4,1,0,1,-5.36454540227849
"yes",0,26.66667,2.2,0.05026682,91.98917,"no","no",0,42,1,8,4,1,0,1,-0.628447455941424
"yes",0,29.41667,3.65,0.08789534,267.3483,"no","no",0,24,1,17,5,0,1,1,3.39583975787811
"no",9,35.08333,1.7,0.0007058823,0,"no","no",0,90,1,10,4,1,0,1,1.57834281474079
"yes",0,57.33333,1.65,0.009515151,12.25,"no","no",0,24,1,3,5,1,1,1,1.83445489282493
"yes",0,52.16667,2.66,0.04462218,98.57916,"yes","no",3,228,1,0,1,1,0,0,3.36635663227849
"yes",0,41.83333,2.75,0.019072,43.20667,"yes","no",1,136,0,9,4,1,0,1,3.61718653962337
"yes",0,39.41667,1.56,0.04665384,60.06667,"no","no",0,25,1,3,3,1,1,1,4.56223643543188
"no",1,56.75,8,0.00015,0,"yes","no",0,408,1,7,5,1,1,1,0.422955058094836
"yes",0,28.25,2.0272,0.1110255,187.1425,"yes","no",1,91,1,1,4,0,0,1,-3.95059928952704
"yes",0,38.08333,4,0.0092175,29.975,"yes","no",0,16,1,8,2,1,0,1,-2.65833407783417
"yes",0,55.08333,6.7,0.07986075,445.8058,"yes","no",0,35,1,0,2,0,0,0,-1.3251578191455
"yes",0,29.33333,2.5,0.1795448,374.0517,"yes","no",0,70,1,9,2,0,0,0,-1.59305746463194
"yes",0,19.83333,3,4e-04,0,"no","no",0,49,1,3,3,0,0,0,0.23478149970212
"yes",0,25.25,3.2,0.04542718,121.0558,"no","no",0,4,1,6,5,0,1,1,4.15402714591015
"yes",0,27.25,3.18,0.09087579,240.8208,"no","no",2,12,0,0,3,1,1,1,3.64999219781201
"yes",0,27.5,3.2,0.03100344,82.3425,"yes","no",0,23,1,9,4,1,0,1,-1.60085122945532
"yes",1,26,1.7305,0.09120428,131.5242,"no","no",0,8,1,10,1,0,0,0,2.00026551878062
"yes",0,25.91667,2.4,0.1078696,215.7392,"no","no",0,150,1,18,5,1,1,1,-0.216924781402904
"no",1,32.25,2.25,0.0005333333,0,"no","no",1,42,0,13,2,1,0,1,-3.04156721875179
"yes",0,43.33333,3.9495,0.1571475,517.2117,"yes","no",6,3,0,0,3,1,1,1,3.86713072607537
"yes",0,34.91667,3,0.01464867,36.205,"no","no",1,30,0,2,4,1,0,1,-3.5189130082203
"yes",0,27.75,2.65,0.07259849,159.655,"no","no",0,8,1,0,2,0,0,0,-0.661714124046181
"no",5,28,2.236,0.0005366727,0,"no","no",0,72,1,11,4,0,0,1,-2.65146754609587
"yes",0,39.41667,4.7,0.06314021,247.2992,"yes","no",4,12,1,10,1,0,0,0,1.40495133575408
"yes",0,40.83333,3.48,0.00768908,21.715,"no","no",0,28,1,22,4,1,0,1,2.91169906542098
"yes",0,23.33333,2.55,0.007960784,16.25,"no","no",1,6,1,0,4,0,0,1,-1.41352891129085
"yes",1,43.58333,2.77,0.04364765,100.3367,"yes","no",0,44,1,14,4,0,0,1,2.40004426898662
"yes",0,47.83333,3.1131,0.02505766,64.75584,"no","no",0,7,1,16,3,1,1,1,3.39592298176074
"yes",0,18.75,1.968,0.06387195,103.9167,"no","no",0,64,0,1,4,0,0,1,2.10983811623219
"yes",1,21.16667,1.8,0.1925344,288.8017,"no","no",0,192,1,8,4,1,0,1,-2.35618154283602
"no",1,54.83333,9.4,0.0001276596,0,"yes","no",1,94,0,2,4,1,0,1,1.69465544571329
"yes",0,35.5,5.5,0.01289636,58.60833,"no","no",0,36,1,2,1,1,0,0,1.93605490409891
"no",0,24.16667,1.5,8e-04,0,"no","no",0,18,1,0,2,1,0,1,-2.73681890825175
"yes",0,24.83333,2.7,0.1720774,387.1742,"no","no",1,18,1,4,4,1,0,1,3.26320588236602
"yes",0,23.83333,2.35,0.06976553,136.0408,"no","no",0,25,1,9,3,0,0,0,0.39080026631235
"yes",0,39.91667,4.6,0.02751957,105.325,"no","no",2,4,1,1,2,1,0,1,-2.33689358192615
"yes",0,31.75,10.9999,0.01070092,97.42416,"no","no",0,12,1,0,4,0,0,1,-8.26067909491783
"yes",0,62.5,2.6545,0.1037453,229.4933,"no","no",0,100,1,1,3,1,1,1,3.63046916672345
"yes",1,36.33333,7.35,0.07122857,436.275,"no","no",0,51,0,14,5,1,1,1,1.09588409310495
"yes",0,23,3.2,0.01710906,45.12417,"no","no",0,14,1,0,2,1,0,1,-1.17784574367258
"yes",0,28.33333,6.2,0.06892936,355.9683,"yes","no",0,18,1,9,4,0,0,1,-2.28432625760717
"yes",1,38,3.27,0.2386927,650.4375,"no","no",2,7,1,3,5,1,1,1,1.77840598344851
"yes",2,49.16667,3.7,0.143523,442.4458,"no","no",4,216,1,11,2,1,0,1,-1.62248628951133
"yes",0,50.91667,1.75,0.2131486,310.8417,"no","no",0,36,1,1,4,1,0,1,-3.09192528000522
"no",0,23.58333,2.425,0.0004948454,0,"no","yes",2,132,1,1,2,1,0,1,-1.40462569887908
"no",1,29,2.7,0.0004444444,0,"no","no",1,347,0,1,2,0,0,0,-0.880399813972217
"yes",0,45.25,3.7,0.1384322,426.8325,"no","no",0,24,1,2,1,1,0,0,5.00605303820361
"yes",0,31.66667,3.2,0.01378125,36.25,"no","no",1,12,1,1,2,0,0,0,-0.280024759646208
"yes",0,31.83333,3.1,0.1304742,337.0583,"no","no",1,52,1,3,5,0,1,1,0.44943267039919
"no",0,37.58333,9,0.0001333333,0,"no","no",0,132,1,0,5,0,1,1,2.82221766511632
"yes",3,27.58333,5.5,0.2204731,1010.502,"no","yes",0,72,1,11,2,0,0,0,-0.8495956026516
"no",0,36.08333,4.1,0.0002926829,0,"yes","no",2,30,1,0,5,0,1,1,2.57639807787413
"yes",0,38.33333,3,0.227364,568.2433,"yes","no",0,46,1,2,4,1,0,1,2.08590276486115
"yes",0,25.5,2.8,0.1980021,461.9217,"no","no",0,66,1,3,5,1,1,1,1.68011421547608
"yes",0,41.5,5.1,0.03296432,140.015,"no","no",1,63,1,4,2,1,0,1,-1.74438429610511
"yes",0,34.58333,7,0.03546543,206.3817,"no","yes",6,63,1,3,2,1,0,1,-2.60456565369526
"yes",0,24.5,2.304,0.3747426,719.5059,"no","no",0,76,1,2,4,1,0,1,-3.03944308231588
"yes",0,32.16667,2.3,0.2000322,383.3117,"no","no",1,63,1,6,5,1,1,1,2.325168374412
"no",1,24.58333,1.9,0.000631579,0,"no","no",1,14,0,4,1,1,0,0,2.42738947479724
"yes",0,23.83333,2.3,0.1386009,265.6517,"no","no",0,6,1,3,1,0,0,0,3.31250115319682
"no",1,22.66667,1.5,8e-04,0,"no","no",3,14,1,4,1,1,0,0,2.29257216691053
"yes",0,26.08333,2.375,0.142851,282.7258,"no","yes",1,114,1,1,3,1,1,1,2.87656989288772
"yes",0,30.16667,2.8,0.1643857,383.5667,"no","no",0,12,1,6,4,1,0,1,2.98574599949608
"yes",0,27.08333,2.5224,0.2354365,494.8875,"no","no",1,100,1,3,2,0,0,0,-1.54894735479892
"yes",0,27.16667,2.2,0.007309545,12.65083,"no","no",0,60,0,2,2,0,0,0,-1.70126467455249
"yes",0,32.41667,3.2,0.1192053,317.4642,"no","no",0,30,1,1,4,1,0,1,-0.407140525203989
"yes",0,32.5,3.7,0.003456757,9.741667,"no","no",0,86,1,8,4,0,0,1,0.49774355570065
"yes",0,46,1.8,0.0335,49.41667,"no","no",1,168,1,2,4,1,0,1,-4.75062555356404
"no",2,47,2.35,0.0005106383,0,"no","no",0,159,1,4,2,1,0,1,-2.36971523305965
"yes",0,22.75,1.82,0.5418599,821.8208,"no","no",0,93,1,2,4,0,0,1,1.6536641989655
"yes",0,42.08333,5.5,0.07068036,323.9517,"no","no",0,98,1,4,2,0,0,0,-0.807422955618287
"no",12,30.41667,2.6,0.0004615385,0,"no","no",0,228,1,14,3,1,1,1,4.52237622518799
"yes",0,21.41667,2.15,0.2658507,476.3158,"no","no",0,30,1,0,4,1,0,1,3.30231596072629
"yes",0,36.66667,3.8,0.03591921,112.9942,"yes","no",3,77,1,4,4,0,0,1,-0.545210254803535
"yes",0,37.16667,2,0.026928,44.46333,"no","no",1,38,0,3,3,0,0,0,1.51877367677357
"yes",2,26.58333,2.45,0.1217171,248.5058,"no","no",0,5,1,15,4,0,0,1,4.40240070306687
"yes",1,46.41667,3.5,0.1096431,319.7925,"yes","no",1,121,0,5,4,1,0,1,-3.7028713908351
"yes",0,25.58333,2.8,0.3252597,758.9391,"no","no",0,2,1,7,1,0,0,0,3.36737661585478
"yes",1,30.33333,1.99,0.2490915,412.9933,"no","no",0,82,1,8,3,0,0,0,0.66841749366561
"no",0,27.5,2,6e-04,0,"no","no",0,48,1,0,5,0,1,1,2.92734783548307
"yes",0,21,2.1,0.07551762,131.9892,"yes","no",0,194,1,5,5,0,1,1,-2.05231530338456
"yes",0,20,2.79,0.02268351,52.48917,"no","no",0,86,1,5,3,0,0,0,1.0986723839992
"yes",0,23.25,2.32,0.1166047,225.2692,"no","no",0,3,1,8,4,0,0,1,-10.4411375437621
"yes",0,45.08333,4.6,0.07776695,298.0233,"no","no",2,72,1,5,3,1,1,1,3.06704464726373
"no",1,26.5,2,6e-04,0,"yes","no",2,60,1,7,4,0,0,1,0.583035374741087
"yes",0,29.75,3,0.06942033,173.4675,"no","no",1,60,1,1,4,0,0,1,-2.59674278418008
"yes",0,52.33333,3.328,0.02882272,79.685,"yes","no",1,243,1,3,4,1,0,1,1.72388989715948
"yes",0,41.66667,2.4752,0.06724951,138.5467,"no","no",2,222,0,10,1,0,0,0,4.29614591705561
"yes",0,22.75,4.3,0.1578128,565.3292,"no","no",0,12,1,11,5,1,1,1,-0.844884067897211
"no",0,33,1.77,0.0006779661,0,"no","no",0,102,1,1,2,0,0,0,-1.6828157539046
"yes",1,29.83333,2.45,0.1085196,220.8942,"no","no",2,84,1,13,4,1,0,1,-2.407263779288
"yes",0,20.25,1.85,0.3426108,527.9417,"yes","no",0,96,1,2,4,1,0,1,-0.657185725395064
"yes",0,26.08333,2.23,0.05652018,104.7833,"no","no",0,12,1,1,4,0,0,1,-2.91802246189077
"no",0,22.5,2.5,0.00048,0,"no","no",3,30,0,0,2,1,0,1,-1.2459900582194
"yes",3,32.83333,3.5091,0.1596184,466.3475,"no","no",0,22,1,9,3,0,0,0,1.01232926812072
"yes",0,27.33333,3.2875,0.03242008,88.8175,"no","no",1,54,1,12,2,1,0,1,-1.99650115966906
"yes",0,28.5,4.232,0.1239747,437.1342,"no","yes",0,30,1,5,4,0,0,1,0.186895460420299
"no",1,36.91667,1.85,0.0006486487,0,"no","no",2,192,1,2,4,0,0,1,2.24836500314467
"yes",0,26,2.2,0.06259273,114.2533,"no","no",1,28,1,10,1,1,0,0,2.52574473022726
"no",0,41.83333,3.5,0.0003428572,0,"no","no",0,54,1,0,4,0,0,1,0.818253794579741
"yes",0,23.75,3,0.1172833,293.0417,"no","no",0,14,1,0,5,1,1,1,2.54685312294901
"yes",0,25.25,1.8,0.4559923,683.9883,"yes","no",0,98,1,2,4,1,0,1,2.05760152862025
"yes",0,25.66667,1.7,0.08007,113.0992,"no","no",1,27,1,8,4,1,0,1,-0.467169432234528
"yes",0,29,5.5,0.062952,288.3633,"no","no",2,18,1,3,2,1,0,1,-2.81315822101788
"yes",0,40.58333,2.5685,0.05233015,111.675,"no","no",0,54,1,3,5,1,1,1,0.194693731141088
"no",2,59,3.5,0.0003428572,0,"no","no",0,365,0,5,5,0,1,1,2.94979906032739
"yes",0,37.41667,2.5,0.0726416,151.3367,"no","no",0,15,1,2,3,1,1,1,4.60022028839028
"yes",0,30.83333,3.3026,0.001998425,4.583333,"no","no",1,90,1,4,4,1,0,1,-4.98881383288355
"yes",0,29.83333,2.25,0.106824,199.795,"no","no",0,36,1,0,4,1,0,1,0.844879433588597
"yes",1,32.5,10,0.03704,308.25,"yes","no",3,35,1,4,4,1,0,1,1.32214316425717
"yes",0,25.5,2.9,0.08015586,193.2933,"no","no",0,2,1,0,1,0,0,0,3.62494990839927
"no",2,36.33333,2.95,0.0004067797,0,"no","no",1,72,1,3,4,1,0,1,-3.81648954015199
"no",0,25.33333,1.6,0.00075,0,"no","no",0,93,1,0,3,1,1,1,4.02986345713986
"yes",0,28.5,3.4,0.02121324,59.85417,"no","no",0,207,1,4,3,1,1,1,3.27653026995389
"no",4,22,2.1,0.0005714286,0,"yes","no",0,209,1,10,1,0,0,0,3.39142763959998
"yes",0,27.58333,3.2,0.1177562,313.4333,"no","no",0,24,1,2,5,1,1,1,-3.97496671683727
"no",0,29.33333,3.5,0.0003428572,0,"no","no",6,0,1,2,4,1,0,1,3.78500729172965
"yes",0,31.5,2.47,0.09478866,195.0233,"no","no",3,94,1,2,4,0,0,1,1.73235610603566
"yes",0,27.66667,2.6,0.07505192,162.4458,"no","no",2,60,1,6,1,1,0,0,3.2110114236624
"no",2,39.16667,4.0248,0.0002981515,0,"no","no",1,84,1,4,4,1,0,1,-2.03040374464996
"yes",0,22.66667,2.1,0.179709,314.4908,"no","no",0,12,0,4,4,1,0,1,-7.41582798582528
"yes",0,30.08333,1.95,0.1804298,292.9483,"no","no",0,50,1,10,4,1,0,1,2.45266963168575
"no",0,34.16667,3.5995,0.0003333796,0,"no","no",4,14,1,0,2,0,0,0,-1.63891955718781
"no",2,42.83333,3.7,0.0003243243,0,"no","no",4,84,0,3,5,0,1,1,0.149422283619433
"yes",0,31.58333,3,0.2136177,533.6275,"no","no",0,7,1,1,2,0,0,0,-1.28836721308893
"yes",0,32.33333,4.5,0.09166333,343.6542,"no","no",0,48,1,4,4,0,0,1,-2.26740792094634
"no",11,24.75,2.3,0.0005217391,0,"no","no",0,24,1,12,2,1,0,1,-1.28149966272922
"yes",0,45.16667,3.5,0.13624,397.0333,"yes","no",0,234,0,2,4,1,0,1,2.42080114351575
"yes",0,25.41667,2.1,0.04128572,71.66666,"yes","no",0,44,1,5,2,0,0,0,-2.02458129650969
"yes",0,40.75,5,0.1209914,503.5475,"no","no",0,38,1,19,3,0,0,0,0.618966583767581
"yes",0,40.16667,2.45,0.07000694,142.5142,"no","no",0,180,1,0,4,1,0,1,-0.439642044541309
"yes",0,41.41667,3.5,0.003142857,8.333333,"no","no",1,120,1,9,1,1,0,0,2.48076685515161
"yes",0,24.5,2.5,0.2339912,487.4817,"no","no",0,15,0,1,4,1,0,1,2.1026208505149
"no",11,30.33333,3.6,0.0003333333,0,"no","no",0,108,1,16,5,1,1,1,0.52244189881494
"yes",0,25.16667,2.656,0.1594194,352.8483,"yes","no",0,96,1,0,4,1,0,1,-0.250012706984228
"no",0,28.33333,2.5,0.00048,0,"no","no",0,82,1,0,3,0,0,0,1.13757985304738
"no",0,28.41667,2,6e-04,0,"no","no",0,108,1,0,4,0,0,1,-7.50058942493769
"yes",0,25.08333,3.52,0.02107955,61.16667,"no","no",0,15,1,3,3,0,0,0,1.27140791446425
"yes",1,23.25,1.8769,0.3536299,553.1067,"no","no",0,12,1,3,4,0,0,1,-1.47419372020378
"yes",0,21.25,2.25,0.03186978,59.08916,"no","no",0,15,1,1,3,0,0,0,-0.184933528235722
"yes",0,39.83333,1.7123,0.0930713,132.4717,"no","no",0,72,1,0,2,1,0,1,-3.0277640291267
"yes",0,25.75,4,0.026998,89.82667,"no","no",0,60,0,5,1,1,0,0,1.36771009534405
"yes",0,25.25,2.16,0.02055556,36.33333,"no","no",0,38,0,2,1,0,0,0,2.76583878810252
"yes",2,40.41667,3.3,0.03977939,108.9767,"no","no",1,58,1,14,2,0,0,0,-0.709128894664864
"yes",0,37.66667,7,0.01116743,64.56,"yes","no",3,96,1,5,5,0,1,1,3.19077406104778
"yes",0,25.25,2.1,0.1102229,192.64,"no","no",0,4,1,8,2,1,0,1,-1.50758854105265
"yes",0,41.66667,3,0.05293967,131.7658,"yes","no",0,166,1,7,2,1,0,1,-0.938279540952324
"yes",1,24.25,3.5,0.06996286,203.8917,"no","no",0,60,1,11,3,1,1,1,3.99203202652135
"no",0,22.91667,2.07,0.0005797101,0,"no","no",0,1,1,0,4,1,0,1,-0.413490393932965
"yes",0,19,2.8,0.1672143,390.1667,"yes","no",0,10,0,0,4,1,0,1,-4.88060980898704
"yes",0,57.08333,5,0.00024,0,"yes","yes",0,144,1,7,4,1,0,1,0.122868640209633
"yes",0,33.91667,2.1888,0.1483196,270.3683,"no","no",0,15,1,7,1,0,0,0,3.7047356485598
"no",14,48.25,2,6e-04,0,"yes","no",1,120,1,15,2,1,0,1,-2.98790975577818
"yes",1,48.75,2.7,0.0004444444,0,"no","yes",0,120,1,3,2,1,0,1,-2.30288313119037
"yes",0,28.91667,2.69,0.1571033,352.1733,"no","no",1,62,0,0,3,0,0,0,1.0903696664237
"yes",1,40.83333,3.73,0.05783512,179.7708,"yes","no",1,151,1,7,1,1,0,0,3.01923836608234
"yes",0,32.83333,2,0.0938035,156.0892,"yes","no",2,8,0,2,5,0,1,1,1.46196835132333
"yes",0,44.33333,4.3,0.01639512,57.91583,"yes","no",3,156,1,9,2,0,0,0,-0.409264851041217
"yes",0,38.16667,5.5,0.04493018,205.5133,"yes","no",4,99,1,9,4,1,0,1,-4.97205607386517
"yes",0,37.33333,5.92,0.03028024,149.2992,"yes","no",2,48,1,7,4,0,0,1,2.28516283272207
"yes",1,44.25,7.6,0.04906355,310.7358,"yes","no",6,207,1,11,4,0,0,1,-2.19396510407893
"yes",0,18.16667,2.82,0.0418539,97.94,"no","no",0,2,0,1,4,1,0,1,-4.55048940361032
"yes",0,24.58333,2.2,0.06938273,127.1183,"yes","no",0,229,0,1,3,0,0,0,0.914343646634285
"yes",0,47.5,2.6611,0.09956446,220.7925,"yes","no",0,269,1,8,2,0,0,0,-1.62232556345377
"no",3,31.66667,7.5,0.00016,0,"no","no",0,30,1,7,4,0,0,1,3.7113618893186
"yes",0,33.08333,4,0.2564355,854.785,"yes","no",2,42,1,4,4,0,0,1,-5.05635452227228
"yes",0,31.58333,6.5,0.1113085,602.9208,"yes","no",2,12,1,6,4,0,0,1,2.80008434804037
"yes",0,38.41667,5.6,0.0934841,436.2592,"yes","no",4,114,0,7,3,0,0,0,0.852554360719555
"no",0,19.58333,2.1,0.0005714286,0,"no","no",0,124,1,2,1,1,0,0,1.82396414840759
"yes",0,35.33333,4.5,0.01804822,67.0975,"yes","no",1,14,1,0,3,0,0,0,1.73635283216132
"yes",0,29.25,2.51,0.04510837,94.26833,"no","no",1,12,0,0,4,0,0,1,4.9088939444574
"yes",2,46,10.032,0.01013447,84.39083,"yes","no",2,134,1,15,1,1,0,0,1.63923167049958
"yes",0,19.91667,3.5,0.06020943,175.4442,"no","no",1,24,1,3,2,1,0,1,-2.49337854633638
"yes",0,22.83333,3.5,0.04541571,132.1292,"no","yes",0,8,1,3,4,1,0,1,4.95378465953648
"yes",0,24.33333,3.9,0.09410384,305.8375,"no","no",2,27,1,0,1,0,0,0,3.20082873772983
"yes",0,18.5,2.5,0.2115316,440.6908,"no","no",0,4,0,1,5,1,1,1,-0.0912654000735345
"yes",0,49.16667,5.2,0.146526,634.8625,"yes","no",1,303,1,11,4,0,0,1,-5.59182380619077
"no",0,47.75,1.5,8e-04,0,"yes","no",0,60,1,0,3,1,1,1,3.58542464492785
"yes",0,49.16667,9.9999,0.01116311,92.44167,"yes","no",4,218,0,12,4,1,0,1,1.62177122003865
"yes",0,57.58333,4.1,0.08389854,286.57,"yes","no",3,121,1,15,2,0,0,0,-0.822943660689415
"yes",0,24.58333,2.2,0.06601682,121.0308,"no","no",0,22,1,6,4,0,0,1,-3.33546438068681
"yes",0,26.41667,4.38,0.03736278,136.1242,"yes","no",5,24,1,6,1,1,0,0,1.34869645621661
"no",5,38.25,2.4852,0.0004828585,0,"no","no",2,24,1,10,4,0,0,1,-4.02188209777466
"yes",1,29.58333,6.6,0.09274364,510.09,"yes","no",0,24,1,14,4,1,0,1,-0.0693315840383595
"yes",1,30.66667,2.74,0.01856679,42.31083,"yes","no",3,76,1,8,4,1,0,1,0.436303918493014
"yes",1,58.91667,2.7,0.003222222,6.416667,"yes","no",0,252,1,8,1,1,0,0,1.23475960760232
"yes",0,38.5,3.2618,0.00294316,7.083333,"no","no",4,18,1,0,4,1,0,1,-2.66995634124699
"yes",0,45.66667,5.8,0.03306483,159.73,"yes","no",0,118,1,6,5,0,1,1,3.67153981586483
"yes",0,25.83333,2.5,0.0598016,124.5033,"no","no",0,6,0,0,2,0,0,0,-0.216301428770288
"yes",0,30,3.5,0.3527866,1028.961,"yes","no",0,6,0,2,4,1,0,1,-2.82291770201317
"no",0,80.16666,1.5,8e-04,0,"no","no",0,24,1,0,5,0,1,1,2.97291414171248
"no",0,25.58333,1.75,0.0006857143,0,"no","no",0,108,0,0,3,1,1,1,4.58136289827877
"no",5,40.08333,4.4,0.0002727273,0,"yes","no",1,84,1,15,2,0,0,0,-1.90973747325964
"yes",0,42.08333,4.7,0.01847894,71.95917,"yes","yes",3,150,1,2,4,1,0,1,-2.77040369810013
"yes",0,49,3.3,0.04070939,111.6175,"yes","no",0,252,1,0,2,1,0,1,-2.18801552356174
"yes",0,44,5.8,0.07990742,386.0525,"yes","no",4,25,1,16,4,1,0,1,-2.46160297637934
"no",1,43.16667,5.32,0.0002255639,0,"yes","no",5,110,1,7,2,0,0,0,-1.11088763169631
"yes",0,25,2.4,0.0315875,62.50833,"no","no",0,192,1,9,5,1,1,1,-0.572203881414454
"yes",0,43.83333,3.25,0.05890216,159.36,"yes","no",2,109,1,6,1,1,0,0,2.6399975516396
"yes",0,24.5,3.06,0.1705402,434.8775,"no","no",0,3,1,0,5,1,1,1,0.84112830840573
"yes",0,39.5,3,0.016231,40.3275,"yes","no",3,14,1,9,5,0,1,1,4.01966268588773
"yes",0,25.66667,2.2,0.02147727,38.70833,"yes","no",1,26,1,7,1,0,0,0,4.07092478679444
"yes",0,43.66667,3,0.02302267,57.30667,"yes","no",1,3,1,5,5,1,1,1,2.49769529587097
"yes",0,46.33333,4.2,0.008841666,30.44583,"yes","no",1,216,1,27,1,1,0,0,2.63942568362106
"yes",0,34.16667,2.37,0.05412025,106.7208,"yes","no",0,38,1,13,4,0,0,1,-4.00832205541459
"yes",1,38.83333,2.52,0.08646706,181.4142,"yes","no",0,138,1,8,4,1,0,1,-2.18597224044533
"yes",1,37.08333,5.49,0.160214,732.9792,"yes","no",1,60,1,19,4,1,0,1,0.123480473021002
"yes",0,19.5,2.98,0.0004026846,0,"no","no",0,18,1,0,4,0,0,1,-2.71374527754183
"no",0,27.41667,3.6,0.0003333333,0,"no","no",0,18,1,2,3,0,0,0,0.46847593098958
"yes",0,39.91667,2.25,0.05117067,95.52834,"yes","no",0,240,1,7,4,1,0,1,2.73399533923223
"yes",0,45.66667,3.224,0.333848,896.9384,"yes","no",5,168,0,9,2,1,0,1,-2.51817787235679
"yes",0,52.16667,5,0.0204978,85.24083,"yes","no",1,201,0,16,4,0,0,1,-1.70898615114342
"no",3,34.75,2.67,0.0004494382,0,"no","no",0,51,1,25,1,1,0,0,4.11641612227678
"yes",0,30.08333,3.75,0.09561973,298.4783,"yes","no",1,12,1,9,4,1,0,1,-0.882181549977087
"yes",0,61.58333,3.75,0.00032,0,"yes","no",0,288,1,5,4,1,0,1,-6.11254387630544
"yes",0,32.66667,3.7,0.004068919,11.7125,"yes","no",2,30,1,15,1,0,0,0,3.12652026249622
"yes",0,38.83333,3.3,0.02411576,65.81834,"yes","no",3,188,1,19,5,1,1,1,-0.201703511215671
"yes",0,37.08333,7,0.1540159,898.4258,"yes","no",3,24,1,8,5,0,1,1,1.00205985385982
"yes",2,33.5,3.3748,0.1758282,494.4875,"no","no",1,66,1,15,2,0,0,0,-1.43819386691132
"no",0,30.08333,3.12,0.0003846154,0,"no","no",2,12,0,5,1,1,0,0,2.4897027276974
"yes",0,42.66667,2.59,0.03148378,67.53584,"yes","yes",3,96,1,5,5,0,1,1,0.735091090317868
"yes",2,29.41667,2.1,0.07229714,126.1033,"yes","no",3,90,0,5,1,0,0,0,2.61248387543915
"yes",0,52.66667,3,0.039573,98.6825,"yes","no",1,220,1,8,5,0,1,1,-3.42423885643589
"yes",0,29.83333,3,0.1059863,264.9658,"yes","no",1,51,0,11,4,0,0,1,-5.10820294844547
"yes",0,45.75,4.4,0.004863637,17.08333,"yes","no",3,12,1,18,4,0,0,1,0.972555488552515
"yes",0,30.16667,3.1,0.1816442,469.2475,"yes","no",2,40,1,15,4,0,0,1,-1.25196560046484
"yes",0,30.83333,2.98,0.04374329,108.2958,"no","no",3,36,1,9,3,0,0,0,1.06262804767283
"yes",0,22.25,2.8,0.2532993,590.9484,"yes","no",1,6,1,7,4,0,0,1,-4.05147520624265
"no",0,37.16667,1.8339,0.0006543432,0,"no","no",2,52,1,0,2,1,0,1,-1.42334131862019
